Area,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
GA,10711908.0,10609482.5,10507057.0,10404631.5,10302206.0,10199780.5,10097355.0,9994929.5,9892504.0,9790078.5,9687653.0,9537533.0,9387413.0,9237293.0,9087173.0,8937053.0,8786933.0,8636813.0,8486693.0,8336573.0,8186453.0,8015629.3,7844805.6,7673981.9,7503158.2,7332334.5,7161510.8,6990687.1,6819863.4,6649039.7,6478216.0,6376704.9,6275193.8,6173682.7,6072171.6,5970660.5,5869149.4,5767638.3,5666127.2,5564616.1,5463105.0,5375752.0,5288399.0,5201046.0,5113693.0,5026340.0,4938987.0,4851634.0,4764281.0,4676928.0,4589575.0,4524929.1,4460283.2,4395637.3,4330991.4,4266345.5,4201699.6,4137053.7,4072407.8,4007761.9,3943116.0,3893262.2,3843408.4,3793554.6,3743700.8,3693847.0,3643993.2,3594139.4,3544285.6,3494431.8,3444578.0,3412492.5,3380407.0,3348321.5,3316236.0,3284150.5,3252065.0,3219979.5,3187894.0,3155808.5,3123723.0,3102201.3,3080679.6,3059157.9,3037636.2,3016114.5,2994592.8,2973071.1,2951549.4,2930027.7,2908506.0,2907238.6,2905971.2,2904703.8,2903436.4,2902169.0,2900901.6,2899634.2,2898366.8,2897099.4,2895832.0,2867160.9,2838489.8,2809818.7,2781147.6,2752476.5,2723805.4,2695134.3,2666463.2,2637792.1,2609121.0,2580449.9,2551778.8,2523107.7,2494436.6,2465765.5
HI,1455271.0,1445774.0,1436277.0,1426780.0,1417283.0,1407786.0,1398289.0,1388792.0,1379295.0,1369798.0,1360301.0,1345424.6,1330548.2,1315671.8,1300795.4,1285919.0,1271042.6,1256166.2,1241289.8,1226413.4,1211537.0,1201206.2,1190875.4,1180544.6,1170213.8,1159883.0,1149552.2,1139221.4,1128890.6,1118559.8,1108229.0,1093875.2,1079521.4,1065167.6,1050813.8,1036460.0,1022106.2,1007752.4,993398.6,979044.8,964691.0,945078.0,925465.0,905852.0,886239.0,866626.0,847013.0,827400.0,807787.0,788174.0,768561.0,754982.1,741403.2,727824.3,714245.4,700666.5,687087.6,673508.7,659929.8,646350.9,632772.0,619474.2,606176.4,592878.6,579580.8,566283.0,552985.2,539687.4,526389.6,513091.8,499794.0,492147.6,484501.2,476854.8,469208.4,461562.0,453915.6,446269.2,438622.8,430976.4,423330.0,417830.6,412331.2,406831.8,401332.4,395833.0,390333.6,384834.2,379334.8,373835.4,368336.0,357093.6,345851.2,334608.8,323366.4,312124.0,300881.6,289639.2,278396.8,267154.4,255912.0,249511.7,243111.4,236711.1,230310.8,223910.5,217510.2,211109.9,204709.6,198309.3,191909.0,185508.7,179108.4,172708.1,166307.8,159907.5
ID,1839106.0,1811953.6,1784801.2,1757648.8,1730496.4,1703344.0,1676191.6,1649039.2,1621886.8,1594734.4,1567582.0,1540219.1,1512856.2,1485493.3,1458130.4,1430767.5,1403404.6,1376041.7,1348678.8,1321315.9,1293953.0,1265232.6,1236512.2,1207791.8,1179071.4,1150351.0,1121630.6,1092910.2,1064189.8,1035469.4,1006749.0,1000467.6,994186.2,987904.8,981623.4,975342.0,969060.6,962779.2,956497.8,950216.4,943935.0,920798.2,897661.4,874524.6,851387.8,828251.0,805114.2,781977.4,758840.6,735703.8,712567.0,708029.4,703491.8,698954.2,694416.6,689879.0,685341.4,680803.8,676266.2,671728.6,667191.0,659335.6,651480.2,643624.8,635769.4,627914.0,620058.6,612203.2,604347.8,596492.4,588637.0,582260.6,575884.2,569507.8,563131.4,556755.0,550378.6,544002.2,537625.8,531249.4,524873.0,516888.9,508904.8,500920.7,492936.6,484952.5,476968.4,468984.3,461000.2,453016.1,445032.0,443715.4,442398.8,441082.2,439765.6,438449.0,437132.4,435815.8,434499.2,433182.6,431866.0,421238.8,410611.6,399984.4,389357.2,378730.0,368102.8,357475.6,346848.4,336221.2,325594.0,314966.8,304339.6,293712.4,283085.2,272458.0
IL,12812508.0,12814320.4,12816132.8,12817945.2,12819757.6,12821570.0,12823382.4,12825194.8,12827007.2,12828819.6,12830632.0,12789498.1,12748364.2,12707230.3,12666096.4,12624962.5,12583828.6,12542694.7,12501560.8,12460426.9,12419293.0,12320423.9,12221554.8,12122685.7,12023816.6,11924947.5,11826078.4,11727209.3,11628340.2,11529471.1,11430602.0,11430193.6,11429785.2,11429376.8,11428968.4,11428560.0,11428151.6,11427743.2,11427334.8,11426926.4,11426518.0,11395263.8,11364009.6,11332755.4,11301501.2,11270247.0,11238992.8,11207738.6,11176484.4,11145230.2,11113976.0,11010694.2,10907412.4,10804130.6,10700848.8,10597567.0,10494285.2,10391003.4,10287721.6,10184439.8,10081158.0,9944259.8,9807361.6,9670463.4,9533565.2,9396667.0,9259768.8,9122870.6,8985972.4,8849074.2,8712176.0,8630682.5,8549189.0,8467695.5,8386202.0,8304708.5,8223215.0,8141721.5,8060228.0,7978734.5,7897241.0,7870582.3,7843923.6,7817264.9,7790606.2,7763947.5,7737288.8,7710630.1,7683971.4,7657312.7,7630654.0,7516116.6,7401579.2,7287041.8,7172504.4,7057967.0,6943429.6,6828892.2,6714354.8,6599817.4,6485280.0,6400611.1,6315942.2,6231273.3,6146604.4,6061935.5,5977266.6,5892597.7,5807928.8,5723259.9,5638591.0,5553922.1,5469253.2,5384584.3,5299915.4,5215246.5
IN,6785528.0,6755355.4,6725182.8,6695010.2,6664837.6,6634665.0,6604492.4,6574319.8,6544147.2,6513974.6,6483802.0,6443470.3,6403138.6,6362806.9,6322475.2,6282143.5,6241811.8,6201480.1,6161148.4,6120816.7,6080485.0,6026852.4,5973219.8,5919587.2,5865954.6,5812322.0,5758689.4,5705056.8,5651424.2,5597791.6,5544159.0,5538765.5,5533372.0,5527978.5,5522585.0,5517191.5,5511798.0,5506404.5,5501011.0,5495617.5,5490224.0,5460568.5,5430913.0,5401257.5,5371602.0,5341946.5,5312291.0,5282635.5,5252980.0,5223324.5,5193669.0,5140551.9,5087434.8,5034317.7,4981200.6,4928083.5,4874966.4,4821849.3,4768732.2,4715615.1,4662498.0,4589670.6,4516843.2,4444015.8,4371188.4,4298361.0,4225533.6,4152706.2,4079878.8,4007051.4,3934224.0,3883581.2,3832938.4,3782295.6,3731652.8,3681010.0,3630367.2,3579724.4,3529081.6,3478438.8,3427796.0,3408866.7,3389937.4,3371008.1,3352078.8,3333149.5,3314220.2,3295290.9,3276361.6,3257432.3,3238503.0,3207691.7,3176880.4,3146069.1,3115257.8,3084446.5,3053635.2,3022823.9,2992012.6,2961201.3,2930390.0,2907438.6,2884487.2,2861535.8,2838584.4,2815633.0,2792681.6,2769730.2,2746778.8,2723827.4,2700876.0,2677924.6,2654973.2,2632021.8,2609070.4,2586119.0
IA,3190369.0,3175967.6,3161566.2,3147164.8,3132763.4,3118362.0,3103960.6,3089559.2,3075157.8,3060756.4,3046355.0,3034351.9,3022348.8,3010345.7,2998342.6,2986339.5,2974336.4,2962333.3,2950330.2,2938327.1,2926324.0,2911367.1,2896410.2,2881453.3,2866496.4,2851539.5,2836582.6,2821625.7,2806668.8,2791711.9,2776755.0,2790460.3,2804165.6,2817870.9,2831576.2,2845281.5,2858986.8,2872692.1,2886397.4,2900102.7,2913808.0,2904864.8,2895921.6,2886978.4,2878035.2,2869092.0,2860148.8,2851205.6,2842262.4,2833319.2,2824376.0,2817692.1,2811008.2,2804324.3,2797640.4,2790956.5,2784272.6,2777588.7,2770904.8,2764220.9,2757537.0,2743890.6,2730244.2,2716597.8,2702951.4,2689305.0,2675658.6,2662012.2,2648365.8,2634719.4,2621073.0,2612792.5,2604512.0,2596231.5,2587951.0,2579670.5,2571390.0,2563109.5,2554829.0,2546548.5,2538268.0,2531535.1,2524802.2,2518069.3,2511336.4,2504603.5,2497870.6,2491137.7,2484404.8,2477671.9,2470939.0,2464247.2,2457555.4,2450863.6,2444171.8,2437480.0,2430788.2,2424096.4,2417404.6,2410712.8,2404021.0,2386096.0,2368171.0,2350246.0,2332321.0,2314396.0,2296471.0,2278546.0,2260621.0,2242696.0,2224771.0,2206846.0,2188921.0,2170996.0,2153071.0,2135146.0
KS,2937880.0,2929403.8,2920927.6,2912451.4,2903975.2,2895499.0,2887022.8,2878546.6,2870070.4,2861594.2,2853118.0,2836648.0,2820178.0,2803708.0,2787238.0,2770768.0,2754298.0,2737828.0,2721358.0,2704888.0,2688418.0,2667333.6,2646249.2,2625164.8,2604080.4,2582996.0,2561911.6,2540827.2,2519742.8,2498658.4,2477574.0,2466184.5,2454795.0,2443405.5,2432016.0,2420626.5,2409237.0,2397847.5,2386458.0,2375068.5,2363679.0,2351968.9,2340258.8,2328548.7,2316838.6,2305128.5,2293418.4,2281708.3,2269998.2,2258288.1,2246578.0,2239781.3,2232984.6,2226187.9,2219391.2,2212594.5,2205797.8,2199001.1,2192204.4,2185407.7,2178611.0,2151279.8,2123948.6,2096617.4,2069286.2,2041955.0,2014623.8,1987292.6,1959961.4,1932630.2,1905299.0,1894871.9,1884444.8,1874017.7,1863590.6,1853163.5,1842736.4,1832309.3,1821882.2,1811455.1,1801028.0,1809025.1,1817022.2,1825019.3,1833016.4,1841013.5,1849010.6,1857007.7,1865004.8,1873001.9,1880999.0,1869824.8,1858650.6,1847476.4,1836302.2,1825128.0,1813953.8,1802779.6,1791605.4,1780431.2,1769257.0,1761426.2,1753595.4,1745764.6,1737933.8,1730103.0,1722272.2,1714441.4,1706610.6,1698779.8,1690949.0,1683118.2,1675287.4,1667456.6,1659625.8,1651795.0
KY,4505836.0,4489189.1,4472542.2,4455895.3,4439248.4,4422601.5,4405954.6,4389307.7,4372660.8,4356013.9,4339367.0,4309607.2,4279847.4,4250087.6,4220327.8,4190568.0,4160808.2,4131048.4,4101288.6,4071528.8,4041769.0,4006121.7,3970474.4,3934827.1,3899179.8,3863532.5,3827885.2,3792237.9,3756590.6,3720943.3,3685296.0,3682844.1,3680392.2,3677940.3,3675488.4,3673036.5,3670584.6,3668132.7,3665680.8,3663228.9,3660777.0,3616569.9,3572362.8,3528155.7,3483948.6,3439741.5,3395534.4,3351327.3,3307120.2,3262913.1,3218706.0,3200651.0,3182596.0,3164541.0,3146486.0,3128431.0,3110376.0,3092321.0,3074266.0,3056211.0,3038156.0,3028821.0,3019486.0,3010151.0,3000816.0,2991481.0,2982146.0,2972811.0,2963476.0,2954141.0,2944806.0,2934888.1,2924970.2,2915052.3,2905134.4,2895216.5,2885298.6,2875380.7,2865462.8,2855544.9,2845627.0,2822523.2,2799419.4,2776315.6,2753211.8,2730108.0,2707004.2,2683900.4,2660796.6,2637692.8,2614589.0,2594793.1,2574997.2,2555201.3,2535405.4,2515609.5,2495813.6,2476017.7,2456221.8,2436425.9,2416630.0,2403957.5,2391285.0,2378612.5,2365940.0,2353267.5,2340595.0,2327922.5,2315250.0,2302577.5,2289905.0,2277232.5,2264560.0,2251887.5,2239215.0,2226542.5
LA,4657757.0,4645318.5,4632880.0,4620441.5,4608003.0,4595564.5,4583126.0,4570687.5,4558249.0,4545810.5,4533372.0,4526932.4,4520492.8,4514053.2,4507613.6,4501174.0,4494734.4,4488294.8,4481855.2,4475415.6,4468976.0,4444075.7,4419175.4,4394275.1,4369374.8,4344474.5,4319574.2,4294673.9,4269773.6,4244873.3,4219973.0,4218565.7,4217158.4,4215751.1,4214343.8,4212936.5,4211529.2,4210121.9,4208714.6,4207307.3,4205900.0,4149440.6,4092981.2,4036521.8,3980062.4,3923603.0,3867143.6,3810684.2,3754224.8,3697765.4,3641306.0,3602877.6,3564449.2,3526020.8,3487592.4,3449164.0,3410735.6,3372307.2,3333878.8,3295450.4,3257022.0,3199671.4,3142320.8,3084970.2,3027619.6,2970269.0,2912918.4,2855567.8,2798217.2,2740866.6,2683516.0,2651552.4,2619588.8,2587625.2,2555661.6,2523698.0,2491734.4,2459770.8,2427807.2,2395843.6,2363880.0,2337651.3,2311422.6,2285193.9,2258965.2,2232736.5,2206507.8,2180279.1,2154050.4,2127821.7,2101593.0,2071284.6,2040976.2,2010667.8,1980359.4,1950051.0,1919742.6,1889434.2,1859125.8,1828817.4,1798509.0,1784296.9,1770084.8,1755872.7,1741660.6,1727448.5,1713236.4,1699024.3,1684812.2,1670600.1,1656388.0,1642175.9,1627963.8,1613751.7,1599539.6,1585327.5
ME,1362359.0,1358959.2,1355559.4,1352159.6,1348759.8,1345360.0,1341960.2,1338560.4,1335160.6,1331760.8,1328361.0,1323017.2,1317673.4,1312329.6,1306985.8,1301642.0,1296298.2,1290954.4,1285610.6,1280266.8,1274923.0,1270223.5,1265524.0,1260824.5,1256125.0,1251425.5,1246726.0,1242026.5,1237327.0,1232627.5,1227928.0,1217601.2,1207274.4,1196947.6,1186620.8,1176294.0,1165967.2,1155640.4,1145313.6,1134986.8,1124660.0,1111398.8,1098137.6,1084876.4,1071615.2,1058354.0,1045092.8,1031831.6,1018570.4,1005309.2,992048.0,989769.7,987491.4,985213.1,982934.8,980656.5,978378.2,976099.9,973821.6,971543.3,969265.0,963715.9,958166.8,952617.7,947068.6,941519.5,935970.4,930421.3,924872.2,919323.1,913774.0,907119.2,900464.4,893809.6,887154.8,880500.0,873845.2,867190.4,860535.6,853880.8,847226.0,842245.7,837265.4,832285.1,827304.8,822324.5,817344.2,812363.9,807383.6,802403.3,797423.0,794482.1,791541.2,788600.3,785659.4,782718.5,779777.6,776836.7,773895.8,770954.9,768014.0,765449.7,762885.4,760321.1,757756.8,755192.5,752628.2,750063.9,747499.6,744935.3,742371.0,739806.7,737242.4,734678.1,732113.8,729549.5
MD,6177224.0,6136856.8,6096489.6,6056122.4,6015755.2,5975388.0,5935020.8,5894653.6,5854286.4,5813919.2,5773552.0,5725845.4,5678138.8,5630432.2,5582725.6,5535019.0,5487312.4,5439605.8,5391899.2,5344192.6,5296486.0,5244984.2,5193482.4,5141980.6,5090478.8,5038977.0,4987475.2,4935973.4,4884471.6,4832969.8,4781468.0,4725018.7,4668569.4,4612120.1,4555670.8,4499221.5,4442772.2,4386322.9,4329873.6,4273424.3,4216975.0,4187517.4,4158059.8,4128602.2,4099144.6,4069687.0,4040229.4,4010771.8,3981314.2,3951856.6,3922399.0,3840228.0,3758057.0,3675886.0,3593715.0,3511544.0,3429373.0,3347202.0,3265031.0,3182860.0,3100689.0,3024920.2,2949151.4,2873382.6,2797613.8,2721845.0,2646076.2,2570307.4,2494538.6,2418769.8,2343001.0,2290825.3,2238649.6,2186473.9,2134298.2,2082122.5,2029946.8,1977771.1,1925595.4,1873419.7,1821244.0,1802272.2,1783300.4,1764328.6,1745356.8,1726385.0,1707413.2,1688441.4,1669469.6,1650497.8,1631526.0,1613339.5,1595153.0,1576966.5,1558780.0,1540593.5,1522407.0,1504220.5,1486034.0,1467847.5,1449661.0,1434229.5,1418798.0,1403366.5,1387935.0,1372503.5,1357072.0,1341640.5,1326209.0,1310777.5,1295346.0,1279914.5,1264483.0,1249051.5,1233620.0,1218188.5
MA,7029917.0,6981688.2,6933459.4,6885230.6,6837001.8,6788773.0,6740544.2,6692315.4,6644086.6,6595857.8,6547629.0,6527775.8,6507922.6,6488069.4,6468216.2,6448363.0,6428509.8,6408656.6,6388803.4,6368950.2,6349097.0,6315829.8,6282562.6,6249295.4,6216028.2,6182761.0,6149493.8,6116226.6,6082959.4,6049692.2,6016425.0,5988486.2,5960547.4,5932608.6,5904669.8,5876731.0,5848792.2,5820853.4,5792914.6,5764975.8,5737037.0,5732250.3,5727463.6,5722676.9,5717890.2,5713103.5,5708316.8,5703530.1,5698743.4,5693956.7,5689170.0,5635110.8,5581051.6,5526992.4,5472933.2,5418874.0,5364814.8,5310755.6,5256696.4,5202637.2,5148578.0,5102771.6,5056965.2,5011158.8,4965352.4,4919546.0,4873739.6,4827933.2,4782126.8,4736320.4,4690514.0,4653134.7,4615755.4,4578376.1,4540996.8,4503617.5,4466238.2,4428858.9,4391479.6,4354100.3,4316721.0,4310010.3,4303299.6,4296588.9,4289878.2,4283167.5,4276456.8,4269746.1,4263035.4,4256324.7,4249614.0,4209888.2,4170162.4,4130436.6,4090710.8,4050985.0,4011259.2,3971533.4,3931807.6,3892081.8,3852356.0,3803762.0,3755168.0,3706574.0,3657980.0,3609386.0,3560792.0,3512198.0,3463604.0,3415010.0,3366416.0,3317822.0,3269228.0,3220634.0,3172040.0,3123446.0
MI,10077331.0,10057961.9,10038592.8,10019223.7,9999854.6,9980485.5,9961116.4,9941747.3,9922378.2,9903009.1,9883640.0,9889120.4,9894600.8,9900081.2,9905561.6,9911042.0,9916522.4,9922002.8,9927483.2,9932963.6,9938444.0,9874129.3,9809814.6,9745499.9,9681185.2,9616870.5,9552555.8,9488241.1,9423926.4,9359611.7,9295297.0,9291975.1,9288653.2,9285331.3,9282009.4,9278687.5,9275365.6,9272043.7,9268721.8,9265399.9,9262078.0,9223378.5,9184679.0,9145979.5,9107280.0,9068580.5,9029881.0,8991181.5,8952482.0,8913782.5,8875083.0,8769894.1,8664705.2,8559516.3,8454327.4,8349138.5,8243949.6,8138760.7,8033571.8,7928382.9,7823194.0,7678051.2,7532908.4,7387765.6,7242622.8,7097480.0,6952337.2,6807194.4,6662051.6,6516908.8,6371766.0,6260200.0,6148634.0,6037068.0,5925502.0,5813936.0,5702370.0,5590804.0,5479238.0,5367672.0,5256106.0,5214727.9,5173349.8,5131971.7,5090593.6,5049215.5,5007837.4,4966459.3,4925081.2,4883703.1,4842325.0,4724933.7,4607542.4,4490151.1,4372759.8,4255368.5,4137977.2,4020585.9,3903194.6,3785803.3,3668412.0,3582588.1,3496764.2,3410940.3,3325116.4,3239292.5,3153468.6,3067644.7,2981820.8,2895996.9,2810173.0,2724349.1,2638525.2,2552701.3,2466877.4,2381053.5
MN,5706494.0,5666237.1,5625980.2,5585723.3,5545466.4,5505209.5,5464952.6,5424695.7,5384438.8,5344181.9,5303925.0,5265480.4,5227035.8,5188591.2,5150146.6,5111702.0,5073257.4,5034812.8,4996368.2,4957923.6,4919479.0,4865041.0,4810603.0,4756165.0,4701727.0,4647289.0,4592851.0,4538413.0,4483975.0,4429537.0,4375099.0,4345186.1,4315273.2,4285360.3,4255447.4,4225534.5,4195621.6,4165708.7,4135795.8,4105882.9,4075970.0,4048870.1,4021770.2,3994670.3,3967570.4,3940470.5,3913370.6,3886270.7,3859170.8,3832070.9,3804971.0,3765860.3,3726749.6,3687638.9,3648528.2,3609417.5,3570306.8,3531196.1,3492085.4,3452974.7,3413864.0,3370725.9,3327587.8,3284449.7,3241311.6,3198173.5,3155035.4,3111897.3,3068759.2,3025621.1,2982483.0,2963464.7,2944446.4,2925428.1,2906409.8,2887391.5,2868373.2,2849354.9,2830336.6,2811318.3,2792300.0,2769465.3,2746630.6,2723795.9,2700961.2,2678126.5,2655291.8,2632457.1,2609622.4,2586787.7,2563953.0,2546270.2,2528587.4,2510904.6,2493221.8,2475539.0,2457856.2,2440173.4,2422490.6,2404807.8,2387125.0,2355983.3,2324841.6,2293699.9,2262558.2,2231416.5,2200274.8,2169133.1,2137991.4,2106849.7,2075708.0,2044566.3,2013424.6,1982282.9,1951141.2,1919999.5
MS,2961279.0,2961880.8,2962482.6,2963084.4,2963686.2,2964288.0,2964889.8,2965491.6,2966093.4,2966695.2,2967297.0,2955033.1,2942769.2,2930505.3,2918241.4,2905977.5,2893713.6,2881449.7,2869185.8,2856921.9,2844658.0,2817513.8,2790369.6,2763225.4,2736081.2,2708937.0,2681792.8,2654648.6,2627504.4,2600360.2,2573216.0,2567958.2,2562700.4,2557442.6,2552184.8,2546927.0,2541669.2,2536411.4,2531153.6,2525895.8,2520638.0,2490265.4,2459892.8,2429520.2,2399147.6,2368775.0,2338402.4,2308029.8,2277657.2,2247284.6,2216912.0,2213034.9,2209157.8,2205280.7,2201403.6,2197526.5,2193649.4,2189772.3,2185895.2,2182018.1,2178141.0,2178218.3,2178295.6,2178372.9,2178450.2,2178527.5,2178604.8,2178682.1,2178759.4,2178836.7,2178914.0,2179402.2,2179890.4,2180378.6,2180866.8,2181355.0,2181843.2,2182331.4,2182819.6,2183307.8,2183796.0,2166398.5,2149001.0,2131603.5,2114206.0,2096808.5,2079411.0,2062013.5,2044616.0,2027218.5,2009821.0,1987900.7,1965980.4,1944060.1,1922139.8,1900219.5,1878299.2,1856378.9,1834458.6,1812538.3,1790618.0,1791267.6,1791917.2,1792566.8,1793216.4,1793866.0,1794515.6,1795165.2,1795814.8,1796464.4,1797114.0,1797763.6,1798413.2,1799062.8,1799712.4,1800362.0
MO,6154913.0,6138314.4,6121715.8,6105117.2,6088518.6,6071920.0,6055321.4,6038722.8,6022124.2,6005525.6,5988927.0,5949555.4,5910183.8,5870812.2,5831440.6,5792069.0,5752697.4,5713325.8,5673954.2,5634582.6,5595211.0,5547397.2,5499583.4,5451769.6,5403955.8,5356142.0,5308328.2,5260514.4,5212700.6,5164886.8,5117073.0,5097034.3,5076995.6,5056956.9,5036918.2,5016879.5,4996840.8,4976802.1,4956763.4,4936724.7,4916686.0,4892667.5,4868649.0,4844630.5,4820612.0,4796593.5,4772575.0,4748556.5,4724538.0,4700519.5,4676501.0,4640832.2,4605163.4,4569494.6,4533825.8,4498157.0,4462488.2,4426819.4,4391150.6,4355481.8,4319813.0,4283297.0,4246781.0,4210265.0,4173749.0,4137233.0,4100717.0,4064201.0,4027685.0,3991169.0,3954653.0,3937654.1,3920655.2,3903656.3,3886657.4,3869658.5,3852659.6,3835660.7,3818661.8,3801662.9,3784664.0,3769134.3,3753604.6,3738074.9,3722545.2,3707015.5,3691485.8,3675956.1,3660426.4,3644896.7,3629367.0,3606835.8,3584304.6,3561773.4,3539242.2,3516711.0,3494179.8,3471648.6,3449117.4,3426586.2,3404055.0,3392983.0,3381911.0,3370839.0,3359767.0,3348695.0,3337623.0,3326551.0,3315479.0,3304407.0,3293335.0,3282263.0,3271191.0,3260119.0,3249047.0,3237975.0
MT,1084225.0,1074744.0,1065263.0,1055782.0,1046301.0,1036820.0,1027339.0,1017858.0,1008377.0,998896.0,989415.0,980693.0,971971.0,963249.0,954527.0,945805.0,937083.0,928361.0,919639.0,910917.0,902195.0,891882.0,881569.0,871256.0,860943.0,850630.0,840317.0,830004.0,819691.0,809378.0,799065.0,797827.5,796590.0,795352.5,794115.0,792877.5,791640.0,790402.5,789165.0,787927.5,786690.0,777461.9,768233.8,759005.7,749777.6,740549.5,731321.4,722093.3,712865.2,703637.1,694409.0,692444.8,690480.6,688516.4,686552.2,684588.0,682623.8,680659.6,678695.4,676731.2,674767.0,666392.7,658018.4,649644.1,641269.8,632895.5,624521.2,616146.9,607772.6,599398.3,591024.0,587867.2,584710.4,581553.6,578396.8,575240.0,572083.2,568926.4,565769.6,562612.8,559456.0,557271.0,555086.0,552901.0,550716.0,548531.0,546346.0,544161.0,541976.0,539791.0,537606.0,538734.3,539862.6,540990.9,542119.2,543247.5,544375.8,545504.1,546632.4,547760.7,548889.0,531605.4,514321.8,497038.2,479754.6,462471.0,445187.4,427903.8000000001,410620.2,393336.6,376053.0,358769.4,341485.8,324202.2,306918.6,289635.0
NE,1961504.0,1947987.7,1934471.4,1920955.1,1907438.8,1893922.5,1880406.2,1866889.9,1853373.6,1839857.3,1826341.0,1814833.2,1803325.4,1791817.6,1780309.8,1768802.0,1757294.2,1745786.4,1734278.6,1722770.8,1711263.0,1697975.2,1684687.4,1671399.6,1658111.8,1644824.0,1631536.2,1618248.4,1604960.6,1591672.8,1578385.0,1577529.0,1576673.0,1575817.0,1574961.0,1574105.0,1573249.0,1572393.0,1571537.0,1570681.0,1569825.0,1561191.8,1552558.6,1543925.4,1535292.2,1526659.0,1518025.8,1509392.6,1500759.4,1492126.2,1483493.0,1476276.7,1469060.4,1461844.1,1454627.8,1447411.5,1440195.2,1432978.9,1425762.6,1418546.3,1411330.0,1402748.0,1394166.0,1385584.0,1377002.0,1368420.0,1359838.0,1351256.0,1342674.0,1334092.0,1325510.0,1324542.4,1323574.8,1322607.2,1321639.6,1320672.0,1319704.4,1318736.8,1317769.2,1316801.6,1315834.0,1322046.9,1328259.8,1334472.7,1340685.6,1346898.5,1353111.4,1359324.3,1365537.2,1371750.1,1377963.0,1369803.9,1361644.8,1353485.7,1345326.6,1337167.5,1329008.4,1320849.3,1312690.2,1304531.1,1296372.0,1285956.2,1275540.4,1265124.6,1254708.8,1244293.0,1233877.2,1223461.4,1213045.6,1202629.8,1192214.0,1181798.2,1171382.4,1160966.6,1150550.8,1140135.0
NV,3104614.0,3064207.7,3023801.4,2983395.1,2942988.8,2902582.5,2862176.2,2821769.9,2781363.6,2740957.3,2700551.0,2630321.6,2560092.2,2489862.8,2419633.4,2349404.0,2279174.6,2208945.2,2138715.8,2068486.4,1998257.0,1918614.6,1838972.2,1759329.8,1679687.4,1600045.0,1520402.6,1440760.2000000002,1361117.8,1281475.4,1201833.0,1161699.0,1121565.0,1081431.0,1041297.0,1001163.0,961029.0,920895.0,880761.0,840627.0,800493.0,769317.5,738142.0,706966.5,675791.0,644615.5,613440.0,582264.5,551089.0,519913.5,488738.0,468392.0,448046.0,427700.0,407354.0,387008.0,366662.0,346316.0,325970.0,305624.0,285278.0,272758.5,260239.0,247719.5,235200.0,222680.5,210161.0,197641.5,185122.0,172602.5,160083.0,155099.4,150115.8,145132.2,140148.6,135165.0,130181.4,125197.8,120214.2,115230.6,110247.0,108328.1,106409.2,104490.3,102571.4,100652.5,98733.6,96814.7,94895.8,92976.9,91058.0,89692.9,88327.8,86962.7,85597.6,84232.5,82867.4,81502.3,80137.2,78772.1,77407.0,77853.8,78300.6,78747.4,79194.2,79641.0,80087.8,80534.6,80981.4,81428.2,81875.0,82321.8,82768.6,83215.4,83662.2,84109.0
NH,1377529.0,1371423.1,1365317.2,1359211.3,1353105.4,1346999.5,1340893.6,1334787.7,1328681.8,1322575.9,1316470.0,1308401.6,1300333.2,1292264.8,1284196.4,1276128.0,1268059.6,1259991.2,1251922.8,1243854.4,1235786.0,1223132.6,1210479.2,1197825.8,1185172.4,1172519.0,1159865.6,1147212.2,1134558.8,1121905.4,1109252.0,1090387.8,1071523.6,1052659.4,1033795.2,1014931.0,996066.8,977202.6,958338.4,939474.2,920610.0,902317.1,884024.2,865731.3,847438.4,829145.5,810852.6,792559.7,774266.8,755973.9,737681.0,724605.0,711529.0,698453.0,685377.0,672301.0,659225.0,646149.0,633073.0,619997.0,606921.0,599553.1,592185.2,584817.3,577449.4,570081.5,562713.6,555345.7,547977.8,540609.9,533242.0,529070.2,524898.4,520726.6,516554.8,512383.0,508211.2,504039.4,499867.6,495695.8,491524.0,488900.9,486277.8,483654.7,481031.6,478408.5,475785.4,473162.3,470539.2,467916.1,465293.0,463072.0,460851.0,458630.0,456409.0,454188.0,451967.0,449746.0,447525.0,445304.0,443083.0,441831.9,440580.8,439329.7,438078.6,436827.5,435576.4,434325.3,433074.2,431823.1,430572.0,429320.9,428069.8,426818.7,425567.6,424316.5
